"SLFCHG01","SLFCHG02","SLFCHG03","SLFCHG04","SLFCHG09","CSSRAT01","CSSRAT07","SUCCESS4","SUCCESS7","SATIS13","SATIS01","SATIS02","SATIS07","SATIS15","SATIS25","SATIS28","CSSRAT16","GENACT05","COLACT19","COLACT17","FATHEDUC","MOTHEDUC","RACEGROUP","UndrRepStud_RC","FINCON_RC","FirstGen_RC","INCOME","HSGPA","CITIZEN","PLANLIVE","DSstud_RC","SIFRAT01","SIFRAT07","SIFMAJA","CSSHPW01","CSSHPW02","CSSHPW03","CSSHPW05","CSSHPW08","COLLGPA","Success_Latent","HistDisadv_fs"
5,5,5,4,5,4,5,3,3,4,4,4,4,4,4,4,4,2,1,2,3,6,4,1,1,1,6,7,2,3,1,4,5,10,5,4,2,1,3,5,0.41816368219865,0.463983760722315
4,4,5,4,4,4,5,3,3,5,4,3,4,4,4,5,3,2,1,1,6,5,1,0,1,1,9,7,2,3,1,5,5,5,5,6,7,6,3,5,0.0437666564572614,0.109350976717088
4,4,5,4,4,5,4,3,3,5,4,4,4,2,4,5,3,2,1,2,8,6,1,0,0,0,7,7,2,3,1,5,5,15,5,7,5,5,1,5,0.0437666564572614,0.135580189113461
5,4,5,4,4,3,3,2,3,4,4,2,4,4,3,4,4,3,1,2,4,3,1,0,1,1,6,6,2,3,1,3,3,7,3,1,4,4,1,3,-0.297088611476105,0.396034084537109
5,5,4,5,4,4,3,3,3,4,3,1,5,3,4,4,3,2,1,1,5,8,1,0,1,0,11,7,2,3,1,4,4,15,5,5,6,4,1,5,0.145675190540327,-0.220976828316849
4,4,4,4,4,3,3,2,2,4,4,3,3,2,4,2,3,3,1,2,5,6,1,0,1,1,8,5,2,1,1,2,3,4,2,7,5,4,2,5,-0.566837097427444,0.204267042378157
4,4,5,4,5,4,3,3,3,4,4,3,4,4,3,5,4,2,1,1,4,3,1,0,1,1,7,7,2,3,1,3,4,12,5,6,8,5,5,4,0.310772166726024,0.30575840803601
4,4,5,4,5,4,4,3,3,3,2,4,3,3,4,4,4,3,1,2,6,8,1,0,0,0,6,7,2,3,1,4,3,13,5,5,4,1,1,4,0.120118371760654,0.226474407658825
4,4,5,4,4,3,3,2,3,4,4,3,3,4,4,4,4,3,1,2,3,6,1,0,0,1,6,5,2,3,1,3,3,4,4,7,5,3,2,5,-0.297088611476105,0.315630859547907
4,4,5,4,3,4,2,2,2,3,4,4,3,2,3,3,2,3,1,1,6,6,1,0,1,1,8,8,2,3,1,4,2,4,7,6,5,1,5,6,-0.683823890133,0.204267042378157
4,4,4,4,5,3,4,3,3,4,4,4,3,3,4,4,4,3,1,2,8,8,1,0,0,0,13,7,2,3,1,3,3,4,3,7,8,1,8,5,0.120118371760654,-0.614086498364169
4,4,4,4,4,4,4,3,3,2,2,2,2,3,3,2,4,2,1,2,8,8,2,0,1,0,5,7,1,3,1,5,5,8,4,5,6,3,5,5,-0.417019673044807,0.461133591137649
4,4,5,4,5,4,4,2,3,4,2,3,3,5,5,4,5,1,1,2,2,1,3,1,2,1,4,4,1,3,1,4,3,3,4,6,7,2,4,4,-0.041180761757672,0.782939004393153
5,5,5,5,5,4,4,2,3,5,4,4,4,4,4,4,4,3,1,1,6,6,1,0,1,1,12,4,2,3,1,4,4,13,5,7,8,6,3,3,0.241054132372064,-0.289792057377972
5,3,5,4,5,4,5,3,2,5,4,3,4,5,5,4,5,3,1,2,3,3,2,0,1,1,7,7,2,3,1,4,4,2,3,5,4,2,1,5,-0.201110937816515,0.30575840803601
5,5,5,5,4,4,5,3,3,5,4,4,3,4,5,4,4,1,1,1,8,5,1,0,0,0,10,7,2,3,1,4,5,12,5,6,6,5,3,5,0.145675190540327,-0.169724180008973
4,4,5,5,4,3,4,2,3,5,4,4,5,5,4,5,3,3,1,1,6,2,1,0,1,1,11,5,2,3,1,3,4,15,5,5,7,6,4,4,-0.116465254366549,-0.134696052042707
5,5,5,5,4,3,3,2,3,4,4,5,4,4,4,4,3,3,1,2,6,6,1,0,0,1,12,4,2,3,1,4,3,5,6,5,6,4,2,3,-0.0132023596756852,-0.375607980676616
4,4,5,4,4,4,5,2,3,3,4,3,4,4,4,4,4,2,1,2,8,4,2,0,1,0,8,3,1,3,1,4,4,3,3,4,4,5,4,4,-0.297088611476105,0.204307782485824
5,5,5,5,5,4,4,3,3,5,3,3,4,5,5,5,4,2,1,1,2,1,1,0,1,1,7,6,1,3,1,4,3,13,6,4,7,3,2,5,0.637666740782074,0.39152780313341
5,5,5,5,4,4,4,2,2,3,4,3,3,3,3,3,4,2,1,1,8,8,1,0,0,0,14,6,2,3,1,4,4,2,5,5,5,4,4,4,-0.168343681945206,-0.843756252641169
1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,2,1,1,8,8,1,0,0,0,8,7,2,3,1,4,5,12,5,6,6,6,3,4,-1.6112628414141,0.0365191211467845
5,5,5,4,4,4,3,3,3,4,4,4,5,4,4,4,4,2,1,1,6,5,1,0,1,1,12,7,2,3,1,5,4,5,5,7,6,3,1,5,0.145675190540327,-0.289792057377972
5,5,5,5,4,5,5,3,3,5,4,1,4,5,5,5,5,3,1,2,6,6,1,0,0,1,13,7,2,3,1,4,5,15,4,5,8,2,5,6,0.334847517274045,-0.527806893650448
4,4,4,4,4,3,4,3,3,2,3,3,4,3,3,3,3,3,1,1,6,3,1,0,1,1,6,4,2,3,1,3,4,4,4,6,8,6,1,5,-0.301184460322696,0.396034084537109
5,5,5,5,5,3,4,2,3,5,4,4,5,3,5,5,4,3,1,1,3,3,1,0,1,1,6,5,2,3,1,4,4,16,4,6,6,4,4,4,0.436069280573343,0.396034084537109
4,4,5,4,5,4,3,3,3,4,4,4,5,4,4,4,3,3,1,2,8,8,1,0,1,0,8,8,2,3,1,4,4,3,8,7,5,3,4,5,0.120118371760654,0.116090201230501
5,4,4,4,4,4,5,3,3,5,5,5,5,5,5,5,4,3,1,1,8,3,1,0,1,0,7,7,2,3,1,4,5,16,6,7,7,6,4,5,0.0437666564572614,0.215361728926794
4,4,5,4,4,4,5,3,3,3,3,3,3,3,3,4,3,2,1,1,8,8,1,0,0,0,14,8,2,3,1,4,5,4,8,8,8,4,8,6,-0.140488137621743,-0.843756252641169
4,4,4,4,4,4,3,3,3,3,5,4,5,4,5,5,5,1,1,2,3,3,1,0,1,1,6,7,2,3,1,4,3,6,4,6,7,5,1,6,0.0437666564572614,0.396034084537109
4,4,4,4,4,3,4,3,2,3,2,3,4,4,4,4,4,2,2,2,3,8,1,0,1,0,7,6,2,1,1,4,5,9,6,6,5,1,3,5,-0.140488137621743,0.215361728926794
5,4,5,4,4,4,4,2,2,4,4,4,4,3,4,4,4,2,1,2,5,5,4,1,1,1,6,6,2,3,1,3,4,3,4,5,7,4,3,3,-0.297088611476105,0.463983760722315
4,4,4,4,4,4,4,2,2,3,3,3,3,4,3,4,5,2,1,1,6,6,3,0,1,1,5,7,1,1,1,3,3,4,3,4,3,3,2,4,-0.297088611476105,0.554350420722706
4,4,3,4,4,4,4,3,1,3,3,4,4,1,2,3,3,2,1,2,6,5,4,1,1,1,12,7,2,3,1,3,4,5,5,7,5,4,1,4,-0.301184460322696,-0.212462042455848
5,5,5,5,4,4,4,3,3,5,4,5,5,5,4,5,4,2,1,1,8,6,1,0,0,0,14,6,2,3,1,4,4,7,8,7,5,3,4,5,0.334847517274045,-0.843756252641169
5,4,5,5,4,3,4,3,3,2,2,4,3,2,4,4,4,2,1,2,4,3,3,1,1,1,14,8,2,3,1,4,5,14,3,7,8,4,3,5,-0.140488137621743,-0.5268593626462
5,5,5,5,5,5,5,3,3,3,4,3,4,5,5,4,4,2,1,2,2,5,4,1,1,1,6,8,2,1,1,5,5,8,4,6,5,5,1,5,0.41816368219865,0.463983760722315
5,5,5,5,5,5,5,3,3,4,5,5,4,4,4,5,5,3,1,1,8,6,1,0,0,0,13,8,2,1,1,5,5,11,8,7,7,4,3,4,0.637666740782074,-0.614086498364169
4,4,4,4,4,4,4,3,3,4,4,1,4,4,4,4,2,2,1,1,6,3,3,1,2,1,6,8,2,3,1,4,3,3,5,6,7,5,3,5,-0.140488137621743,0.543837293243006
5,5,5,5,5,4,5,2,3,4,4,4,5,4,4,5,5,3,1,1,5,6,4,1,2,1,9,7,2,3,1,4,5,3,5,6,5,5,3,4,0.436069280573343,0.260155048097103
4,4,4,4,4,4,5,3,3,5,4,4,4,4,5,4,4,3,1,1,5,5,2,0,1,1,9,8,1,3,1,4,5,6,6,7,5,6,1,6,-0.140488137621743,0.199232549688167
5,5,5,5,5,3,3,3,3,5,5,5,5,5,5,5,3,3,1,1,8,3,1,0,0,0,7,7,2,5,1,4,4,7,2,4,8,8,1,5,0.637666740782074,0.135580189113461
5,5,5,5,5,5,5,3,3,5,5,4,5,5,5,5,4,3,1,2,1,1,1,0,0,1,10,8,2,3,1,4,5,6,6,5,5,4,2,6,0.637666740782074,-0.0834770608532479
4,4,5,4,4,3,3,3,2,4,4,5,4,3,5,4,3,2,1,1,6,6,1,0,1,1,9,7,2,3,1,4,4,12,4,5,4,4,2,4,-0.140488137621743,0.109350976717088
4,4,4,4,4,5,5,3,3,5,4,4,5,4,3,4,5,2,1,1,6,6,1,0,1,1,8,5,2,3,1,4,1,2,8,6,5,4,4,5,-0.140488137621743,0.204267042378157
5,4,5,5,4,5,3,3,3,4,4,3,5,2,5,5,4,1,1,1,6,6,1,0,0,1,14,5,2,3,1,5,5,13,3,6,7,6,6,4,0.0437666564572614,-0.725980053113619
5,4,5,4,5,5,4,3,3,4,1,4,4,4,4,4,4,2,1,1,6,6,3,1,0,1,10,8,2,3,1,5,4,8,6,6,6,3,2,5,0.120118371760654,-0.0105484618161797
4,4,5,4,4,4,4,3,3,4,3,1,4,3,4,4,3,2,1,2,8,8,3,1,1,0,11,6,1,3,1,4,4,8,5,5,7,7,3,5,-0.140488137621743,-0.0501104303257927
2,4,5,5,5,4,3,3,3,5,4,3,5,4,4,4,4,2,1,1,6,6,2,0,1,1,6,8,1,3,1,5,4,11,4,5,8,4,4,5,0.120118371760654,0.478733202799061
1,1,1,1,1,4,4,3,3,3,3,3,3,4,3,4,4,1,1,1,3,2,2,0,1,1,11,5,2,3,1,4,4,4,3,6,8,7,3,4,-1.21799602212634,-0.134696052042707
4,4,5,5,4,3,5,3,3,2,4,4,4,5,4,5,5,3,1,1,4,4,2,0,1,1,4,6,1,3,1,5,5,5,5,6,7,5,8,3,0.0437666564572614,0.636874664983709
4,4,4,4,4,4,4,2,3,5,4,4,4,2,4,4,4,2,1,1,3,6,1,0,1,1,7,7,2,3,1,3,4,4,5,7,6,4,3,5,-0.297088611476105,0.30575840803601
5,5,5,5,4,4,4,3,3,2,5,4,5,4,1,5,3,3,1,1,8,8,1,0,1,0,14,8,2,3,1,4,4,10,5,6,6,4,1,5,0.334847517274045,-0.724470197202584
5,5,5,4,5,4,5,3,3,3,4,3,4,5,5,5,4,2,1,2,6,6,3,1,2,1,6,8,2,3,1,4,4,3,7,7,5,4,7,5,0.637666740782074,0.543837293243006
5,4,5,4,5,3,4,3,2,4,4,3,5,4,4,4,3,2,1,1,3,3,1,0,0,1,6,5,2,1,1,3,3,4,7,8,5,1,1,5,0.120118371760654,0.315630859547907
4,4,5,4,4,3,3,2,3,4,2,4,4,3,1,4,3,3,1,2,6,4,1,0,2,1,6,5,2,3,1,3,4,7,5,4,3,1,4,4,-0.297088611476105,0.476139345470928
4,3,5,4,5,5,5,3,3,4,4,4,4,5,4,5,3,3,1,1,8,6,1,0,0,0,7,8,2,3,1,4,4,2,4,6,5,3,4,5,-0.0320940876090266,0.135580189113461
4,4,4,4,5,4,5,2,3,5,3,3,4,2,3,4,4,3,1,1,3,5,1,0,2,1,9,8,2,3,1,4,5,3,8,7,4,1,5,5,-0.041180761757672,0.19088375840534
4,4,4,4,3,5,5,2,2,5,4,3,4,5,4,4,4,3,1,2,5,5,1,0,1,1,8,6,2,3,1,3,3,15,5,6,4,2,1,5,-0.538935226006102,0.204267042378157
4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,2,1,1,6,6,2,0,1,1,6,7,2,2,1,4,5,3,5,6,6,5,2,5,-0.140488137621743,0.396034084537109
4,4,4,4,4,4,5,3,3,5,3,4,5,5,5,5,5,2,2,2,8,6,5,1,1,0,5,7,2,3,1,5,5,8,5,7,6,4,3,6,0.0437666564572614,0.446359783392069
4,4,5,4,4,5,5,3,2,4,4,4,4,5,4,4,4,2,1,1,6,6,5,1,1,1,12,8,2,3,1,4,4,10,6,5,6,5,3,6,-0.140488137621743,-0.212462042455848
4,4,4,4,5,4,5,2,2,3,3,3,4,5,4,4,4,1,1,2,8,6,2,0,1,0,12,7,1,3,1,3,3,2,6,8,4,3,4,5,-0.041180761757672,-0.270170745264003
5,5,5,5,5,5,5,2,3,4,4,4,4,4,4,4,3,2,1,1,6,5,1,0,2,1,7,6,2,3,1,3,5,15,4,6,8,6,5,5,0.241054132372064,0.387133981232375
4,4,4,4,3,3,5,3,3,5,4,4,3,5,3,3,3,2,1,2,5,3,1,0,0,1,9,5,2,3,1,3,3,13,4,7,7,3,1,3,-0.540592025603101,0.028577510740705
5,3,5,4,4,5,4,3,3,4,4,3,4,4,1,5,3,2,1,2,6,5,1,0,1,1,5,7,2,3,1,5,4,4,5,7,6,1,1,6,-0.273506085269583,0.472701504546702
5,4,5,4,4,5,5,3,3,5,4,5,4,5,5,5,4,3,1,2,6,5,1,0,1,1,9,8,2,3,1,5,5,13,7,6,5,1,5,6,0.0437666564572614,0.109350976717088
5,4,5,5,5,4,5,3,3,3,4,2,4,4,4,4,5,3,1,2,6,5,1,0,1,1,9,8,2,3,1,4,5,3,8,8,7,6,5,5,0.120118371760654,0.109350976717088
5,4,4,4,5,3,5,3,3,5,5,5,4,5,5,5,4,2,1,2,2,5,1,0,0,1,6,7,2,3,1,5,5,2,5,7,5,3,2,4,0.310772166726024,0.315630859547907
5,4,5,4,4,4,4,3,3,4,4,3,4,4,5,5,4,3,1,1,6,5,1,0,1,1,6,8,2,3,1,4,4,4,5,5,7,3,1,6,0.0437666564572614,0.396034084537109
4,4,5,4,4,4,5,3,3,4,4,4,4,4,4,5,4,2,1,2,8,8,2,0,1,0,11,7,2,3,1,4,5,5,7,7,5,4,3,4,0.0437666564572614,-0.220976828316849
5,5,5,5,3,3,5,3,3,5,5,3,4,5,4,5,4,1,1,2,8,8,1,0,1,0,12,6,2,3,1,3,4,5,5,6,8,8,1,4,0.0627945065722492,-0.377238302940992
4,4,4,4,3,3,3,2,3,3,4,4,4,4,4,4,3,2,1,1,4,3,2,0,1,1,11,7,2,3,1,3,3,5,4,7,8,4,3,4,-0.538935226006102,-0.134696052042707
4,4,5,4,4,4,4,3,2,3,4,4,4,4,3,4,3,3,1,1,8,5,1,0,1,0,10,8,2,3,1,5,5,5,7,7,6,5,2,5,-0.140488137621743,-0.0881677625314974
5,4,5,4,4,4,5,3,2,4,4,4,5,4,4,4,5,2,1,1,6,5,1,0,0,1,10,7,2,3,1,5,5,5,7,6,8,4,1,5,-0.140488137621743,-0.0834770608532479
4,4,4,4,4,3,3,2,3,4,4,4,4,4,4,4,3,2,1,1,8,8,3,1,2,0,10,6,2,3,1,4,3,3,3,2,5,4,2,4,-0.297088611476105,0.0651317579341854
4,4,4,4,4,3,4,2,3,4,4,4,4,3,5,4,3,3,1,1,5,3,1,0,1,1,12,6,2,3,1,2,5,9,5,6,4,3,2,3,-0.297088611476105,-0.289792057377972
5,4,5,4,5,4,3,3,3,4,4,1,5,5,5,5,3,2,1,1,8,6,1,0,1,0,6,8,2,3,1,4,4,8,5,6,5,2,4,5,0.310772166726024,0.305102662320246
5,4,5,5,3,4,3,3,2,4,4,3,4,2,4,4,3,2,1,1,7,6,1,0,2,1,7,7,2,3,1,4,5,7,6,8,5,3,2,5,-0.391208831407869,0.387133981232375
4,4,4,4,5,3,3,3,3,3,4,4,3,4,4,4,4,3,1,1,3,3,5,1,2,1,6,6,2,3,1,3,3,3,6,6,6,4,6,4,0.120118371760654,0.543837293243006
4,4,5,4,4,4,4,3,3,5,4,5,4,5,5,4,4,2,1,2,8,7,2,0,1,0,12,8,2,3,1,4,4,2,6,7,5,5,1,5,-0.140488137621743,-0.377238302940992
5,4,5,4,5,4,4,2,3,5,4,3,5,5,5,5,2,2,1,2,6,4,1,0,0,1,12,7,2,3,1,4,4,13,5,7,5,4,5,5,0.14050272419661,-0.375607980676616
4,5,5,5,5,3,2,2,3,4,3,4,5,5,4,5,3,2,1,2,6,5,1,0,1,1,8,6,2,3,1,4,3,2,4,6,6,4,1,4,0.436069280573343,0.204267042378157
5,5,5,5,4,4,5,3,3,3,4,3,3,3,5,4,4,2,1,1,6,5,1,0,1,1,12,6,1,3,1,4,4,9,6,5,8,4,4,5,0.145675190540327,-0.185227666017819
5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,4,4,2,1,2,5,3,2,0,1,1,6,8,2,3,1,5,5,7,8,6,7,4,3,6,0.41816368219865,0.396034084537109
5,5,5,5,5,5,5,3,3,5,4,5,5,5,5,5,5,1,1,1,8,6,1,0,1,0,13,8,2,3,1,5,5,5,6,7,5,4,3,5,0.637666740782074,-0.52808610582444
5,5,5,5,5,5,3,2,3,2,3,4,5,4,5,4,2,3,1,1,8,5,1,0,1,0,6,6,2,3,1,4,3,13,5,6,5,3,3,4,0.241054132372064,0.305102662320246
5,4,5,4,5,5,5,3,3,3,3,3,5,5,5,4,4,3,1,1,6,8,1,0,1,0,12,8,2,3,1,5,4,16,4,6,5,6,3,5,0.120118371760654,-0.377238302940992
3,3,4,3,4,4,3,1,3,3,3,3,4,3,4,4,4,2,1,2,6,6,2,0,1,1,10,5,2,5,1,4,1,14,4,5,6,6,1,3,-0.72929387402267,-0.00146511699557332
4,4,5,5,4,5,5,2,3,4,4,4,3,3,4,4,5,1,1,1,3,3,2,0,1,1,6,8,1,3,1,5,5,2,4,8,6,5,3,5,-0.297088611476105,0.478733202799061
4,4,4,4,4,3,4,2,3,3,3,2,4,2,3,4,3,2,1,1,5,3,3,1,1,1,6,7,2,3,1,4,5,3,4,5,6,5,4,4,-0.297088611476105,0.463983760722315
1,1,1,1,1,4,5,2,2,2,2,2,2,2,2,2,5,2,1,1,8,7,1,0,0,0,14,6,2,3,1,5,5,3,7,7,7,8,4,4,-1.58291505961358,-0.843756252641169
5,5,5,5,5,4,4,2,3,4,5,3,4,4,4,5,5,1,1,2,8,8,1,0,0,0,13,6,2,3,1,4,5,16,5,6,7,5,1,4,0.436069280573343,-0.614086498364169
4,4,4,4,4,4,4,2,2,2,4,4,3,3,4,3,4,2,1,2,8,5,2,0,0,0,11,5,1,3,1,4,4,5,4,5,6,5,3,3,-0.452292440038533,-0.201032712632414
4,4,5,4,4,4,4,3,3,3,4,3,5,4,4,4,4,1,1,2,8,6,1,0,0,0,14,5,2,3,1,4,3,3,4,6,7,5,2,5,-0.140488137621743,-0.843756252641169
5,5,5,5,5,4,3,3,3,4,4,4,4,4,4,4,3,1,1,1,8,6,1,0,0,0,14,6,2,3,1,5,4,7,5,6,4,2,5,4,0.41816368219865,-0.843756252641169
5,4,4,4,3,4,4,2,2,2,4,5,4,4,4,4,4,2,1,1,1,1,2,0,0,1,6,7,2,3,1,4,4,12,6,8,5,3,3,5,-0.538935226006102,0.315630859547907
5,5,4,5,5,4,3,2,3,3,4,3,4,3,5,4,4,2,1,1,1,2,5,1,0,1,4,6,2,3,1,4,4,5,3,4,7,6,1,4,0.241054132372064,0.543490419559872
5,4,5,4,4,4,4,2,3,4,4,4,4,2,4,5,4,2,1,1,8,6,2,0,1,0,14,6,2,3,1,3,3,13,6,6,8,5,1,4,-0.116465254366549,-0.724470197202584
4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,2,1,1,2,3,2,0,0,1,6,7,2,3,1,4,4,8,6,6,5,3,4,5,-0.140488137621743,0.315630859547907
5,5,5,5,5,5,5,3,3,5,4,4,5,3,4,5,4,2,1,2,3,3,1,0,1,1,7,8,2,3,1,5,5,12,7,6,4,3,4,6,0.637666740782074,0.30575840803601
5,4,5,5,4,5,5,3,3,2,4,4,4,3,4,3,4,3,1,2,4,5,5,1,1,1,11,8,2,3,1,4,4,3,8,7,8,7,1,6,-0.301184460322696,-0.0608042369693879
3,4,4,4,4,3,4,2,1,2,4,3,4,2,3,3,4,2,1,1,3,7,4,1,2,1,6,7,2,3,1,3,4,2,7,7,4,2,4,4,-0.452292440038533,0.543837293243006
5,5,4,4,4,3,3,3,3,4,5,4,4,3,3,4,3,1,1,2,5,7,2,0,1,1,11,5,2,3,1,3,4,2,4,5,8,6,3,4,0.145675190540327,-0.134696052042707
4,4,5,4,5,4,5,3,3,4,5,2,4,4,4,4,4,2,1,1,6,6,3,1,0,1,6,8,2,3,1,4,4,13,8,6,3,3,3,5,0.120118371760654,0.383683671836397
4,5,5,5,5,5,5,3,2,3,4,5,4,4,5,3,5,2,1,2,6,6,2,0,1,1,6,8,2,3,1,4,5,5,8,8,8,5,3,6,0.237024930228086,0.396034084537109
4,4,4,4,4,4,5,3,3,1,3,4,4,1,3,1,4,3,1,2,7,6,2,0,1,1,10,5,2,3,1,4,4,13,8,8,8,8,1,6,-0.550971020467818,-0.00146511699557332
5,4,5,4,5,5,5,3,1,3,3,5,5,2,5,3,1,3,1,2,1,5,5,1,1,1,6,8,2,3,1,5,4,2,8,8,3,2,4,6,-0.0462244575642779,0.463983760722315
5,5,5,5,5,4,5,3,3,4,5,4,4,4,4,4,4,2,1,1,8,8,2,0,0,0,3,6,2,3,1,4,5,16,6,6,6,4,3,5,0.41816368219865,0.467448690581982
5,5,5,5,5,4,3,3,3,4,4,1,5,5,5,5,4,2,1,2,8,6,1,0,1,0,12,6,2,3,1,3,4,16,4,3,5,3,8,5,0.637666740782074,-0.377238302940992
2,4,5,4,2,3,5,3,2,3,2,2,4,2,5,4,5,3,1,2,7,7,4,1,1,1,13,6,2,3,1,4,5,2,6,4,5,3,4,3,-0.587054233787105,-0.365941268270301
4,4,4,4,5,4,4,2,2,5,4,4,4,4,4,4,4,2,1,2,3,5,1,0,1,1,6,7,2,3,1,4,4,12,4,6,5,2,4,4,-0.041180761757672,0.396034084537109
5,4,5,5,4,5,5,3,3,2,2,2,3,3,3,2,4,2,1,2,5,3,1,0,1,1,11,8,2,1,1,5,4,12,7,5,8,6,1,6,-0.417019673044807,-0.134696052042707
4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,2,1,1,5,8,1,0,2,0,6,8,2,3,1,3,3,7,4,6,5,4,4,5,-0.140488137621743,0.383609698571626
5,3,4,4,2,5,5,3,3,2,2,2,3,4,2,2,4,3,1,1,5,3,1,0,1,1,1,6,1,3,1,3,3,13,4,5,5,3,3,6,-1.0645726966889,0.994278070303419
4,5,5,5,5,3,3,3,2,5,4,3,5,5,5,5,3,3,1,2,6,6,3,1,0,1,7,6,2,3,1,4,3,6,5,5,5,4,3,6,0.637666740782074,0.293971499390473
4,4,4,4,4,4,4,3,2,2,4,5,4,4,5,3,4,3,1,1,4,5,1,0,1,1,6,4,2,3,1,2,3,2,5,6,4,1,2,3,-0.301184460322696,0.396034084537109
5,5,5,4,5,3,3,3,3,3,4,4,4,3,4,4,3,2,1,2,1,1,2,0,1,1,3,8,1,1,1,3,3,3,5,5,6,3,1,5,0.41816368219865,0.723537328125306
5,5,5,4,4,4,4,3,2,4,4,4,4,5,5,4,4,2,1,1,8,8,1,0,0,0,12,6,2,3,1,4,4,14,7,7,5,3,4,5,0.145675190540327,-0.463892244133779
5,5,5,5,5,4,4,3,3,3,5,3,4,5,5,5,5,3,1,2,4,7,4,1,2,0,6,6,1,3,1,4,5,8,7,6,3,1,4,5,0.637666740782074,0.529173142171195
4,3,4,3,3,5,5,3,2,3,4,4,4,3,4,4,5,1,1,2,3,3,1,0,1,1,6,8,2,3,1,5,5,10,4,8,6,1,1,5,-0.663223632108227,0.396034084537109
5,4,5,4,4,4,4,3,3,5,5,5,4,3,4,5,4,2,1,1,7,7,1,0,0,1,14,6,2,3,2,3,4,4,5,7,6,4,3,5,0.0437666564572614,-0.725980053113619
5,4,5,4,4,5,5,3,3,4,4,4,4,3,4,5,3,2,1,2,4,6,1,0,1,1,8,8,2,3,1,5,5,10,6,6,4,1,1,6,0.0437666564572614,0.204267042378157
4,4,4,4,5,5,4,3,3,5,4,3,4,2,4,4,4,2,1,1,6,3,1,0,1,1,8,8,2,3,1,4,5,3,4,6,8,5,4,6,0.120118371760654,0.204267042378157
5,5,5,5,4,4,4,3,2,3,2,1,2,2,4,4,4,2,1,2,6,4,1,0,0,1,11,8,2,3,1,4,4,10,8,8,5,1,1,4,0.145675190540327,-0.217804187793027
4,3,3,3,3,3,5,2,1,3,3,1,3,2,2,4,3,3,2,1,3,3,1,0,1,1,10,3,2,3,1,3,5,5,8,8,4,2,1,3,-0.798144592090877,-0.00146511699557332
5,5,5,5,3,4,5,3,2,1,4,1,4,2,4,4,3,3,1,2,3,6,1,0,0,1,5,6,2,3,1,3,3,10,6,7,2,1,1,6,-0.110296568749038,0.391588293733766
5,5,5,5,5,5,5,3,3,5,4,1,4,3,5,5,5,2,1,2,6,3,1,0,0,1,11,8,2,3,1,5,5,4,8,7,5,1,1,6,0.637666740782074,-0.217804187793027
4,4,4,4,4,4,4,2,3,4,4,1,4,1,4,5,4,3,1,2,3,6,5,1,2,1,8,5,2,3,1,3,3,12,5,5,6,3,1,5,-0.116465254366549,0.354224591790517
4,4,5,4,5,5,5,2,3,4,4,3,2,2,3,4,5,3,1,2,6,5,4,1,1,1,4,6,2,3,1,4,5,3,8,8,4,1,5,5,-0.041180761757672,0.624878688453045
4,4,5,4,4,4,4,3,3,3,3,3,4,2,4,3,3,2,1,2,2,5,1,0,0,1,7,6,2,1,1,3,4,10,5,7,6,3,1,5,-0.301184460322696,0.224438205339364
5,5,5,5,4,5,5,3,2,5,1,4,3,2,4,4,3,3,1,2,6,4,5,1,2,1,10,7,2,3,1,5,5,10,8,8,5,3,3,6,0.145675190540327,0.152515441215055
5,5,5,4,5,4,4,3,3,2,4,3,4,1,3,3,4,2,1,2,8,6,3,1,1,0,11,5,2,3,1,3,4,10,7,8,5,4,4,5,0.237024930228086,-0.146539156215324
5,5,5,5,5,3,3,2,3,4,4,4,4,4,4,4,3,2,1,1,6,3,1,0,1,1,6,6,2,3,1,3,4,7,5,6,5,4,3,4,0.241054132372064,0.396034084537109
4,4,4,4,4,3,3,2,2,2,3,3,3,2,3,2,3,2,1,1,3,5,1,0,1,1,10,7,2,3,1,4,5,4,4,5,6,6,1,4,-0.566837097427444,-0.00146511699557332
4,4,4,4,5,3,5,3,2,4,3,3,4,4,5,5,4,2,1,2,5,5,1,0,1,1,12,4,2,3,1,4,4,14,8,8,8,8,8,3,0.310772166726024,-0.289792057377972
4,3,4,3,4,4,5,3,3,4,4,3,4,3,4,4,3,2,1,1,8,7,1,0,0,0,9,8,2,3,1,4,5,10,8,8,4,1,5,5,-0.442314392425743,-0.0574231876719541
5,4,5,4,4,5,3,2,2,3,4,4,4,3,4,4,3,3,1,2,6,3,1,0,0,1,8,8,2,3,1,5,3,10,6,6,6,1,2,5,-0.297088611476105,0.123520807206761
4,4,5,4,3,3,4,2,3,3,4,4,4,3,3,4,3,2,1,1,5,3,1,0,1,1,10,5,2,3,1,3,3,4,5,7,5,5,3,5,-0.538935226006102,-0.00146511699557332
3,3,4,3,3,3,4,2,3,4,4,4,3,4,3,4,3,2,1,1,6,3,1,0,1,1,4,7,2,3,1,3,4,4,6,6,5,4,2,5,-0.798144592090877,0.557034603363158
